// game list translation template for FB Alpha version 0x029737

// codepage=936


8ballact	抢8撞球(大金刚转换版)
sg1k_pacar	吃豆车(欧版,日版)
sg1k_pacara	吃豆车(日版,替换版)
sg1k_pacart	吃豆车(台湾版)
sg1k_pachinko	柏青哥(日版)
sg1k_pachink2	柏青哥II(日版)
sg1k_pachink2t	柏青哥II(台湾版)
md_pachinko	少女柏青哥(日版)
pce_pachikun	柏青哥-十番胜负
packbang	帕克炸弹(工程版)
packetman	口袋小精灵(盗版)
pacuman	吃豆人(吃豆人的西班牙盗版)
paddle2	打砖块2(打砖块硬件盗版)
md_paddlegnk	板球战士(日版,罐装MegaCD游戏Rip)
md_paddle	板球战士(日版,世嘉网络)
samsho4k	霸王传说(韩国删减版侍魂IV)
paintrlr	颜料刷
pairlove	爱的纸牌对对碰
pajaroes	太空飞鸟(宇宙战争的西班牙盗版)
pandoras	潘多拉的宫殿
pangb	魔鬼气泡(盗版,第1套)
pangbold	魔鬼气泡(盗版,第2套)
pangb2	魔鬼气泡(盗版,第4套)
pangbold2	魔鬼气泡(盗版,第5套)
pangbold3	魔鬼气泡(盗版,第6套)
pang	魔鬼气泡(世界版)
pangpang	乓乓世界
pang3r1	魔鬼气泡3(950511欧版)
pang3r1a	魔鬼气泡3(950511欧版,替换版)
pang3	魔鬼气泡3(950601欧版)
pang3b	魔鬼气泡3(盗版第1套,950511欧版)
pang3b2	魔鬼气泡3(盗版第2套,950511欧版)
pang3b3	魔鬼气泡3(盗版第3套,950601欧版)
pang3j	魔鬼气泡3-怪盗塔兹的华丽午后(950511日版)
panicbom	炸弹人方块
panicstr	天蚕变-恐怖街(日版)
md_pcotton	棉花小魔女(日版)
tg_panzakb	潘沙踢拳
gg_panzer	迷你铁甲飞龙(日版)
paprazzi	潜水摄影
gg_paperboy	报童(欧版,美版)
md_paperboy	报童(欧版,美版)
sms_paperboy	报童(欧版,v0)
md_paperboyj	报童(日版)
sms_paperboyu	报童(美版,巴西版,v1)
md_paperbo2	报童2(欧版,美版)
gg_paperbo2	报童II(欧版,美版)
pce_paranoia	异次元战机
pce_parasol	遮阳伞之星-泡泡龙的故事III
tg_parasol	遮阳伞之星-泡泡龙故事III
sms_parlour	室内游戏(欧版,美版)
parodiusa	Q版沙罗曼蛇(亚洲版)
parodiusj	Q版沙罗曼蛇(日版)
parodius	Q版沙罗曼蛇(世界版,第1套)
parodiuse	Q版沙罗曼蛇(世界版,第2套)
pce_parodius	Q版沙罗曼蛇-神话喜剧
md_partyq	问答派对(日版)
prtytime	潜水摄影2(世界版)
ppchamp	帕沙杯迷你游戏节
pass	长舌超人
passshtjd	穿越球(日版,4人版,FD1094317-0070解密版)
passshtj	穿越球(日版,4人版,FD1094317-0070)
passsht16a	穿越球(日版,4人版,系统16A,FD1094317-0071)
passshtd	穿越球(世界版,2人版,FD1094317-0080解密版)
passsht	穿越球(世界版,2人版,FD1094317-0080)
passshtad	穿越球(世界版,4人版,FD1094317-0074解密版)
passshta	穿越球(世界版,4人版,FD1094317-0074)
md_patriley	帕特·莱利篮球赛(美版)
sms_patriley	帕特·莱利篮球赛(美版,工程版)
pce_pcgenj	PC原人
pce_pcgenja	PC原人(替换版)
pce_pcgenj2	PC原人2
pce_pcgenj3	PC原人3
pce_pcgenj3t	PC原人3(体验版)
pce_pcpachi	PC老虎机
md_pebble	圆石海岸高尔夫球场(欧版)
md_pebbleu	圆石海岸高尔夫球场(美版)
peekaboo	美女打砖块
peekaboou	美女打砖块(北美版,版本1.0)
md_pele	贝利足球(欧版,美版)
md_pele2	贝利世锦足球赛(欧版,美版)
pengob	企鹅推冰(盗版)
gg_pengo	企鹅推冰(欧版,美版)
gg_pengoj	企鹅推冰(日版)
pengo	企鹅推冰(第1套修正版c)
pengo2u	企鹅推冰(第1套未加密版)
pengo2	企鹅推冰(第2套)
pengo3u	企鹅推冰(第3套未加密版)
pengo4	企鹅推冰(第4套)
sms_pengadv	梦幻大陆冒险(韩版)
penbros	企鹅兄弟(日版)
sms_pengland	企鹅大陆(欧版,美版)
pkunwarj	企鹅大战(日版)
pkunwar	企鹅大战(美版)
penta	小企鹅番达
md_ppengo	企鹅推冰(日版)
cv_pepper2	胡椒粉II
psoldier	完美战士(日版)
perfrman	火蚁超人(日版)
perfrmanu	火蚁超人(美版)
pestplce	毒物之地
gg_inudais	宠物俱乐部喜爱狗狗(日版)
gg_nekodais	宠物俱乐部喜爱猫咪(日版)
md_sampra96	皮特·桑普拉斯网球赛'96(欧版,J-Cart)
gg_sampras	皮特·桑普拉斯网球赛(欧版)
md_sampras	皮特·桑普拉斯网球赛(欧版,美版,J-Cart)
md_sampras2	皮特·桑普拉斯网球赛(欧版,美版,J-Cart,替换版2)
md_sampras1	皮特·桑普拉斯网球赛(欧版,美版,J-Cart,替换版)
ppan	彼得潘(铁钩船长的盗版)
md_pgaeuro	职业高尔夫欧洲巡回赛(欧版,美版)
md_pga96	职业高尔夫巡回赛96(欧版,美版)
gg_pga96	职业高尔夫巡回赛96(欧版,美版)
sms_pgatour	职业高尔夫巡回赛(欧版)
gg_pgatourt	职业高尔夫巡回赛(欧版,美版)
md_pgaa	职业高尔夫巡回赛(欧版,美版,v1.1)
md_pga	职业高尔夫巡回赛(欧版,美版,v1.2)
gg_pgatour	职业高尔夫巡回赛(美版,v1.1)
gg_pgatour2	职业高尔夫巡回赛II(欧版,美版)
md_pga2a	职业高尔夫巡回赛II(欧版,美版)
md_pga2	职业高尔夫巡回赛II(欧版,美版,v1.1)
md_pga2j	职业高尔夫巡回赛II(日版)
md_pga3	职业高尔夫巡回赛III(欧版,美版)
pgm	PGM(PolygameMaster)SystemBIOS
phantasm	幻影(日版)
sms_pstarb	梦幻之星(巴西版)
sms_pstar1	梦幻之星(欧版,美版,v2)
sms_pstar	梦幻之星(欧版,美版,v3)
sms_pstarj	梦幻之星(日版)
sms_pstarjmd	梦幻之星(日版,MD)
sms_pstark	梦幻之星(韩版)
md_pstar4j	梦幻之星-千年纪的终结(日版)
md_pstar4	梦幻之星-千年纪的终结(欧版)
md_pstar4p5	梦幻之星-千年纪的终结(工程版,19940530)
md_pstar4p4	梦幻之星-千年纪的终结(工程版,19940608)
md_pstar4p3	梦幻之星-千年纪的终结(工程版,19940815)
md_pstar4p2	梦幻之星-千年纪的终结(工程版,19941027)
md_pstar4p1	梦幻之星-千年纪的终结(工程版,19941107)
md_pstar4u	梦幻之星-千年纪的终结(美版)
gg_pstaradv	梦幻之星大冒险(日版)
gg_pstargdn	梦幻之星外传(日版)
md_pstar2br	梦幻之星II(巴西版)
md_pstar2a	梦幻之星II(欧版,美版)
md_pstar2	梦幻之星II(欧版,美版,修正版A)
md_ps2aa	梦幻之星II-艾米利亚的冒险(日版,世嘉网络)
md_ps2ab	梦幻之星II-安妮的冒险(日版,世嘉网络)
md_ps2ac	梦幻之星II-休伊的冒险(日版,世嘉网络)
md_pstar2j	梦幻之星II-不归的终点(日版)
md_ps2ad	梦幻之星II-凯恩斯的冒险(日版,世嘉网络)
md_ps2ae	梦幻之星II-尼恩的冒险(日版,世嘉网络)
md_ps2af	梦幻之星II-罗杰的冒险(日版,世嘉网络)
md_ps2ag	梦幻之星II-西拉卡的冒险(日版,世嘉网络)
md_ps2ah	梦幻之星II-路西斯的冒险(日版,世嘉网络)
md_pstar3br	梦幻之星III-时之继承者(巴西版)
md_pstar3	梦幻之星III-时之继承者(欧版,美版,韩版)
md_pstar3j	梦幻之星III-时之继承者(日版)
md_phantom	幻影2040(欧版)
gg_phantom	幻影2040(欧版,美版)
md_phantomu	幻影2040(美版)
md_phelios	飞马骑士(欧版)
md_pheliosj	飞马骑士(日版)
md_pheliosu	飞马骑士(美版)
phoenxp2	火凤凰2
photoy2k104	大家来找碴(V104)
photoy2k	大家来找碴(V105)
gg_pbdreams	梦幻弹珠台(美版)
sg1k_pingpong	乒乓球(台湾版)
md_pink	顽皮豹好莱坞历险记(欧版,美版)
md_pinkp	顽皮豹好莱坞历险记(美版,工程版)
md_pinoc	木偶奇遇记(欧版)
md_pinocu	木偶奇遇记(美版)
pipibibsp	皮皮与比比斯(工程版)
whoopee	皮皮与比比斯(机器人方块硬件)
pipibibs	皮皮与比比斯(Z80声音处理器,第1套)
pipibibsa	皮皮与比比斯(Z80声音处理器,第2套)
piranha	食人鱼
piranhah	食人鱼(修改版)
piranhao	食人鱼(较旧版)
higemaru	海盗船水手
pirates	海盗
md_pcarib	加勒比海盗(俄罗斯版)
md_pirates	海盗的宝藏(美版)
md_piratesp	海盗的宝藏(美版,工程版)
md_pcarib2	加勒比海盗-惊涛怪浪(俄罗斯版)
pisces	双鱼座
piscesb	双鱼座(盗版)
md_pitfight1	致命搏击(世界版)
md_pitfight	致命搏击(世界版,修正版A)
md_pitfall	陷阱-玛雅冒险(欧版)
md_pitfallu	陷阱-玛雅冒险(美版)
pitfall2	陷阱II(315-5093)
pitfall2a	陷阱II(315-5093,小鸟妃奇转换版)
pitfall2u	陷阱II(未加密版)
sg1k_pitfall2a	陷阱II-迷失洞穴(日版,v0)
sg1k_pitfall2	陷阱II-迷失洞穴(日版,v1)
cv_pitfall2	陷阱II-迷失洞穴
cv_pitfall	陷阱
sms_pitfightb	致命搏击-终极挑战(巴西版)
sms_pitfight	致命搏击-终极挑战(欧版)
cv_pitstop	停车加油
cv_pitstopa	停车加油(替换版)
pprobe	行星探测器(工程版?)
pgoal	快乐射门/五人足球(NGM-219)
plumppop	狗狗乐园(日版)
plusalph	趣味战机
pnickj	魔法方块(940608日版)
md_pocahont	风中奇缘(欧版)
md_pocahontu	风中奇缘(美版)
pnyaa	宠物方块
pfghtj	超级口袋战士(970904日版)
pktgaldx	美女花式台球豪华版(欧版v3.00)
pktgaldxj	美女花式台球豪华版(日版v3.00)
pgalvip	美女花式撞球V.I.P(第1套)
pgalvipa	美女花式撞球V.I.P(第2套)
gg_pocketj	口袋雀庄(日版)
md_pokemon	宠物小精灵
md_pokemona	宠物小精灵(替换版)
md_pokemon2	宠物小精灵2
md_pokecd	疯狂鼓手比卡丘
md_pokecda	疯狂鼓手比卡丘(替换版)
md_pokestad	宠物小精灵竞技场
gg_pokerfbj	扑克脸保罗的的二十一点(美版)
gg_pokerfp	扑克脸保罗的梭哈(美版)
gg_pokerfs	扑克脸保罗的纸牌接龙(美版)
gg_pokerfg	扑克脸保罗的金拉米(美版)
pkladies	女士扑克
pkladiesla	女士扑克(Leprechaun版本401)
pkladiesl	女士扑克(Leprechaun版本510)
poknight	扑克之夜
polluxn	双子星(日版,NTC授权)
pollux	双子星(第1套)
polluxa	双子星(第2套)
polluxa2	双子星(第3套)
pompingw	魔鬼气泡(日版)
ponpoko	平成狸合战
ponpokov	平成狸合战(VentureLine)
pootan	猪小弟(第2套)
pooyan	猪小弟(第1套)
sms_pooyan	猪小弟(韩版)
pooyans	猪小弟(Stern)
popbounc	跳跳球
popbingo	热门宾果游戏
gg_popbreak	爆击破坏者(日版)
sg1k_popflame	火焰喷射鼠(欧版,日版)
sg1k_popflamet	火焰喷射鼠(台湾版)
popspops	热门填字解谜
cv_popeye	大力水手
cv_popeyea	大力水手(替换版)
popeye	大力水手(修正版D)
gg_popeye	大力水手之沙滩排球(日版)
popeyeman	吃豆水手
pce_populous	上帝也疯狂
pce_populous1	上帝也疯狂(替换版)
md_populous	上帝也疯狂(欧版)
sms_populous	上帝也疯狂(欧版,巴西版)
md_populousj	上帝也疯狂(日版)
md_populousu	上帝也疯狂(美版)
porky	小猪历险
cv_porkys	波基(工程版)
porter	大海男儿(月球登陆艇硬件盗版)
sms_poseidon	波塞冬战争3-D(欧版,美版,巴西版)
md_powerath	超能战士(日版,韩版)
pce_pdrift	动力漂移
pce_pdrift1	动力漂移(替换版)
pdriftj	动力漂移(日版)
pdrifta	动力漂移(世界版)
pdrifte	动力漂移(世界版,早期版)
pdrift	动力漂移(世界版,修正版A)
gg_pdrive	动力赛车(欧版)
md_pdrive	动力赛车(欧版)
pce_power11	强力十一人
pce_powergat	劲门战机
tg_pgolf	超级高尔夫
pce_pgolf	超级高尔夫
powerins	豪血寺一族(美版)
powerinsa	豪血寺一族(美版,盗版第一套)
powerinsb	豪血寺一族(美版,盗版第二套)
pwrinst2	豪血寺一族2(美版,版本94/04/08)
pce_pleague	超强棒球联盟
pce_pleag93	超强棒球联盟'93
pce_pleagas	超强棒球联盟(全明星版)
pce_pleag2	超强棒球联盟II
pce_pleag3	超强棒球联盟III
pce_pleag4	超强棒球联盟IV
pce_pleag5	超强棒球联盟V
cv_power	威力领主-火山探秘
md_pmonger	传播力量(欧版,美版)
md_pmongerj	传播力量(日版,韩版)
pspikesk	威力扣球(韩版)
pspikesu	威力扣球(美版)
pspikes	威力扣球(世界版)
pspikes2	力量排球II(NGM-068)
pce_psports	超级体育大赛
sms_pstrike	强袭(欧版,巴西版,韩版)
gg_pstrike2	强袭II(欧版)~GG阿雷斯特战机II(日版)
sms_pstrike2	强袭II(欧版,巴西版)
psurge	电路高峰
pwheelsj	四驱赛车(日版)
md_powerbal	能量球大战(美版)
pgearr1	核心齿轮-战略变异装甲(940916日版)
pgear	核心齿轮-战略变异装甲(941024日版)
sms_predatr2b	铁血战士2(巴西版)
sms_predatr2	铁血战士2(欧版)
md_predatr2	铁血战士2(欧版,美版)
gg_predatr2	铁血战士2(欧版,美版,SMS模式)
preisle2	原始岛2
prehislek	原始岛(韩版)
prehisleu	原始岛(美版)
prehisle	原始岛(世界版)
md_premierm	足球经理(欧版)
md_premrm97	足球经理97(欧版)
sailormno	美少女战士(版本95/03/22,欧版)
sailormnoh	美少女战士(版本95/03/22,香港版)
sailormnoj	美少女战士(版本95/03/22,日版)
sailormnok	美少女战士(版本95/03/22,韩版)
sailormnot	美少女战士(版本95/03/22,台湾版)
sailormnou	美少女战士(版本95/03/22,美版)
sailormn	美少女战士(版本95/03/22B,欧版)
sailormnh	美少女战士(版本95/03/22B,香港版)
sailormnj	美少女战士(版本95/03/22B,日版)
sailormnk	美少女战士(版本.95/03/22B,韩版)
sailormnt	美少女战士(版本95/03/22B,台湾版)
sailormnu	美少女战士(版本95/03/22B,美版)
md_primal	恐龙格斗(欧版,美版)
gg_primal	恐龙格斗(欧版,美版)
md_primetim	戴恩·萨德斯之美式足球联盟全程赛(美版)
primella	扑克方块
neoprimo	普里莫演示版
md_ppersia	波斯王子(欧版)
sms_ppersia	波斯王子(欧版,巴西版)
gg_ppersia	波斯王子(欧版,SMS模式)
md_ppersiap	波斯王子(工程版)
md_ppersiap1	波斯王子(工程版,早期版)
md_ppersiau	波斯王子(美版)
gg_ppersiau	波斯王子(美版,SMS模式)
md_ppersia2	波斯王子2-影子与火焰(欧版,工程版)
md_par	专用金手指(欧版)
md_par2	专用金手指2(欧版)
md_par2a	专用金手指2(欧版,替换版)
md_proqb	职业四分卫(美版)
md_prostrfs	职业射手最终关(日版)
pce_ptennwc	世界职业网球
sms_prowres	职业摔角(欧版,美版,巴西版)
gg_proyak94	职业棒球GG联盟'94(日版)
gg_proyakgg	职业棒球GG联盟(日版)
md_proyakyu	职业棒球超级联盟赛'91(日版)
pce_proyak	世界职业棒球
pce_proyak91	世界职业棒球'91
md_probot	魂斗罗(欧版)
progeara	能源之岚(010117亚洲版)
progear	能源之岚(010117美版)
progearjd	能源之岚(010117日版凤凰版)
progearj	能源之岚(010117日版)
progearjbl	能源之岚(010117日版,解密版)
progearud	能源之岚(010117美版凤凰版)
progress	奋进战车
sms_sms3samp	特别提升M.系统III小型版(巴西版,样品)
md_psyoblad	太空探险(日版)
psychic5j	通灵者5(日版)
psychic5	通灵者5(世界版)
sms_psychicw	超自然世界(欧版,巴西版)
gg_psychicw	超自然世界(欧版,美版,巴西版)
gg_psychicwj	超自然世界(日版)
pce_psychas	闪灵悍将
sms_psychof	红狐冒险(欧版,美版,巴西版)
md_psycho1	心理弹珠台(欧版,199409)
md_psycho	心理弹珠台(欧版,199410)
oscarj1	钢铁金刚(日版修正版1)
oscarj2	钢铁金刚(日版修正版2)
oscaru	钢铁金刚(美版)
oscar	钢铁金刚(世界版修正版0)
tg_psychos	异次元战机
puckmanb	吃豆人(盗版第1套)
puckmanh	吃豆人(盗版第2套)
puckman	吃豆人(日版第1套)
puckmod	吃豆人(日版第2套)
pacmansp	吃豆人(西班牙版,'希腊制造'盗版)
puckmanf	吃豆人(速度修改版)
md_puggsy	帕吉历险记(欧版)
md_puggsyp	帕吉历险记(工程版)
md_puggsyu	帕吉历险记(美版)
pulirulaj	普利路拉传说(日版)
pulirula	普利路拉传说(世界版)
md_pulseman	脉冲超人(日版)
pulstar	惑星战机
punchita	拳无虚发!!(意大利盗版)
punchoutj	拳无虚发!!(日版)
punchouta	拳无虚发!!(修正版A)
punchout	拳无虚发!!(修正版B)
punkshotj	庞克篮球(日版2人版)
punkshot2	庞克篮球(美版2人版)
punkshot	庞克篮球(美版4人版)
pushmans	推石超人(美国Sammy授权)
pushman	推石超人(韩版,第1套)
pushmana	推石超人(韩版,第2套)
sms_puttputt	迷你高尔夫(欧版,巴西版)
sms_puttputtp	迷你高尔夫(欧版,工程版)
gg_puttputt	迷你高尔夫(欧版,美版,巴西版)
gg_puttputtj	迷你高尔夫(日版)
md_puttergnk	迷你高尔夫(日版,罐装MegaCD游戏Rip)
md_putter	迷你高尔夫(日版,世嘉网络)
md_puyopuyo	噗呦噗呦(日版)
gg_puyopuyo	噗呦噗呦(日版)
gg_puyopuy2	噗呦噗呦2(日版)
md_puyopuy2a	噗呦噗呦2(日版)
md_puyopuy2	噗呦噗呦2(日版,v1.1)
sms_puznic	连锁方块(韩版)
puzzloopa	谜球回路(亚洲版)
puzzloope	谜球回路(欧版,v0.93)
puzzloop	谜球回路(欧版,v0.94)
puzzloopj	谜球回路(日版)
puzzloopk	谜球回路(韩版)
puzzloopu	谜球回路(美版)
pzloop2jr1	谜球回路2(010205日版)
pzloop2j	谜球回路2(010226日版)
pzloop2	谜球回路2(010302欧洲版)
md_ichir	益智行动-英雄救美(日版)
md_tantr	益智行动-警察抓贼(日版)
gg_tantr	益智行动-警察抓贼(日版)
pbobble	泡泡龙(日版,B-系统)
gg_pbobble	泡泡龙(日版)
pbobblenb	泡泡龙(Neo-Geo)(盗版)
pbobblen	泡泡龙(Neo-Geo)(NGM-083)
pbobbl2n	泡泡龙2(Neo-Geo)
pce_puzzlboy	解谜小子
pzlbreak	益智砖块
pclubys	益智俱乐部(YunSung,第1套)
pclubysa	益智俱乐部(YunSung,第2套)
pzlbowl	泡泡保龄球(日版)
puzzledp	益智气泡
puzzldpr	益智气泡R
4in1boot	益智王
puzlstar	魔幻星座(V100MG)
uopoko	小猫钓鱼(国际版,版本98/02/06)
uopokoj	小猫钓鱼(日版,版本98/02/06)
joyjoy	阳光方块(NGM-021)(NGH-021)
puzzli2	泡泡鱼(V100)
puzzli2s	泡泡鱼超级版(V200)
gg_ichirgg	益智行动-英雄救美GG(日版)
puzzlove	爱之拼图
puzzlovek	爱之拼图(韩版)
pce_puzznic	迷魂方块
md_pyramidgnk	神秘金字塔(日版,罐装MegaCD游戏Rip)
md_pyramid	神秘金字塔(日版,世嘉网络)
md_pyramid2	神秘金字塔II(日版,世嘉网络)
md_pyramid3	神秘金字塔III(日版,世嘉网络)
md_pyramids	神秘金字塔特别版(日版,世嘉网络)
cv_qbert	Q伯特
cv_qberta	Q伯特(替换版)
qbertj	Q伯特(日版)
sg1k_qbert	Q伯特(日版,OMV)
qbert	Q伯特(美版第1套)
qberta	Q伯特(美版第2套)
cv_qbertqub	Q伯特方块
qbertqub	Q伯特方块
sg1k_qie	企鹅(台湾版)
sg1k_herot	青蜂侠(台湾版)
md_quacksht	唐老鸭历险记-格鲁吉亚王之秘宝(世界版)
md_quacksht1	唐老鸭历险记-格鲁吉亚王之秘宝(世界版,替换版)
md_quadchal	迷你四轮挑战赛(美版)
quarteta	星战四重奏(8751315-5194)
sms_quartet	星战四重奏(欧版,美版)
quartet	星战四重奏(修正版A,8751317-未知)
quartet2	星战四重奏2(8751317-0010)
quartet2a	星战四重奏2(未保护版)
quarth	拦截方块(日版)
md_qpoker	扑克俱乐部(台湾版)
cv_quintana	探索金塔纳罗奥
cv_quintanaa	探索金塔纳罗奥(替换版)
sms_shavnyak	莱恩和史丁比之寻找剃光的牦牛(巴西版)
